,player_id,player_name1,player_name2,birthday,birthplace
0,50791,Owen PATTIE,Owen Pattie,"Thursday, 22nd January, 2004",
0,35718,Robert TOIA,Robert Toia,"Wednesday, 11th August, 2004","Auckland, Auckland, New Zealand"
0,44804,Salesi FOKETI,Salesi Foketi,"Friday, 4th November, 2005","Otahuhu, Auckland, New Zealand"
0,47347,Taylor LOSALU,Taylor Losalu,"Friday, 15th November, 2002","Parramatta, New South Wales, Australia"
0,35156,Tristan HOPE,Tristan Hope,"Friday, 16th May, 1997","Toowoomba, Queensland, Australia"
0,39834,Hamish STEWART,Hamish Stewart,"Thursday, 12th August, 2004",
0,37313,Thomas DUFFY,Thomas Duffy,"Tuesday, 22nd July, 2003","Townsville, Queensland, Australia"
0,39254,Ryley SMITH,Ryley Smith,"Friday, 21st February, 2003","Sydney, New South Wales, Australia"
0,44830,Sam TUIVAITI,Sam Tuivaiti,"Thursday, 17th February, 2005",
0,39025,Hugo SAVALA,Hugo Savala,"Monday, 8th April, 2002","Sydney, New South Wales, Australia"
0,44602,Bayleigh BENTLEY-HAPE,Bayleigh Bentley-Hape,"Wednesday, 8th March, 2000","Kawakawa, Northland, New Zealand"
0,19894,Matty NICHOLSON,Matty Nicholson,"Friday, 18th July, 2003",
0,39739,Jordan SAMRANI,Jordan Samrani,"Tuesday, 29th January, 2002","Kogarah, New South Wales, Australia"
0,36562,Brock GRAY,Brock Gray,"Saturday, 27th July, 1996",
0,51552,Jermaine McEWEN,Jermaine McEwen,,
0,30247,Lewis DODD,Lewis Dodd,"Sunday, 27th January, 2002",
0,53472,Talanoa PENITANI,Talanoa Penitani,,
0,47172,Thomas FLETCHER,Thomas Fletcher,"Tuesday, 6th January, 2004","Coonamble, New South Wales, Australia"
0,47240,Salesi ATAATA,Salesi Ataata,"Friday, 7th February, 2003",
0,35672,Tyler MORIARTY,Tyler Moriarty,"Thursday, 3rd April, 2003","Gosford, New South Wales, Australia"
0,38057,Dylan EGAN,Dylan Egan,"Sunday, 5th September, 2004",
0,47171,Angus HINCHEY,Angus Hinchey,,
0,35673,Jed STUART,Jed Stuart,"Friday, 22nd June, 2001",
0,39421,Joseph O'NEILL,Joseph O'Neill,,
0,35644,Jack TODD,Jack Todd,,
0,47233,Luke SMITH,Luke Smith,"Saturday, 29th March, 2003",
0,37231,Joash PAPALII,Joash Papalii,"Tuesday, 29th June, 2004","Canterbury, New South Wales, Australia"
0,39655,Samuel HEALEY,Samuel Healey,"Tuesday, 30th July, 2002",
